bezirk,brw,nutzung,stichtag,anwert,verfahrensart,gfz,beitragszustand,lumnum,brwid
Marzahn-Hellersdorf,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40571
Marzahn-Hellersdorf,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40579
Marzahn-Hellersdorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40581
Marzahn-Hellersdorf,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40584
Marzahn-Hellersdorf,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40587
Marzahn-Hellersdorf,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40590
Marzahn-Hellersdorf,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40596
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40597
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40598
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40603
Treptow-Köpenick,400,S-FZT - Sonderbaufläche - Freizeit und Touristik,2026-01-01,,,,Beitragsfrei nach BauGB,,40606
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40610
Treptow-Köpenick,40,S-FZT - Sonderbaufläche - Freizeit und Touristik,2026-01-01,,,,Beitragsfrei nach BauGB,,40611
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40614
Treptow-Köpenick,200,S-FZT - Sonderbaufläche - Freizeit und Touristik,2026-01-01,,,,Beitragsfrei nach BauGB,,40617
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40620
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40624
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40629
Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40632
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40636
Treptow-Köpenick,280,G - Gewerbliche Baufläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40639
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40641
Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40644
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40647
Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40649
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40653
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40657
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40660
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40661
Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40667
Treptow-Köpenick,500,W-EFH - Wohnbaufläche - Ein- und Zweifamilienhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40670
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40671
Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40672
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40674
Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40675
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40678
Treptow-Köpenick,80,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40680
Treptow-Köpenick,600,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40684
Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40685
Treptow-Köpenick,350,S-FZT - Sonderbaufläche - Freizeit und Touristik,2026-01-01,,,,Beitragsfrei nach BauGB,,40687
Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40691
Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40692
Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,N,Entw,,Beitragsfrei nach BauGB,,40698
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40699
Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40700
Treptow-Köpenick,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40701
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40702
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40704
Treptow-Köpenick,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40707
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40708
Treptow-Köpenick,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40709
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40710
Treptow-Köpenick,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40714
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40715
Treptow-Köpenick,500,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40720
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40722
Treptow-Köpenick,500,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40725
Treptow-Köpenick,500,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40727
Treptow-Köpenick,500,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40729
Treptow-Köpenick,350,S-FZT - Sonderbaufläche - Freizeit und Touristik,2026-01-01,,,,Beitragsfrei nach BauGB,,40731
Treptow-Köpenick,350,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40734
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40735
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40736
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40737
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40738
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40739
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40741
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40742
Neukölln,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40745
Neukölln,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40746
Neukölln,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40749
Neukölln,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40751
Neukölln,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40756
Neukölln,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40759
Neukölln,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,40763
Neukölln,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40765
Neukölln,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40768
Neukölln,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40769
Neukölln,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40771
Neukölln,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40776
Neukölln,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40782
Neukölln,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40786
Neukölln,280,G - Gewerbliche Baufläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40787
Neukölln,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40789
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40794
Friedrichshain-Kreuzberg,600,S-FZT - Sonderbaufläche - Freizeit und Touristik,2026-01-01,,,,Beitragsfrei nach BauGB,,40796
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40797
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40798
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40799
Friedrichshain-Kreuzberg,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40800
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40801
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40805
Friedrichshain-Kreuzberg,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40809
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40811
Friedrichshain-Kreuzberg,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40816
Friedrichshain-Kreuzberg,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40817
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40820
Friedrichshain-Kreuzberg,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40821
Friedrichshain-Kreuzberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40823
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40825
Mitte,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40829
Mitte,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40830
Mitte,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40831
Mitte,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40835
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40836
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,SU,San,,Beitragsfrei nach BauGB,,40839
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40843
Mitte,40,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40844
Mitte,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40847
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40848
Mitte,15,SF-FH - Sonstige Flächen - Friedhof,2026-01-01,,,,Beitragsfrei nach BauGB,,40851
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40852
Spandau,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40857
Spandau,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40862
Reinickendorf,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40867
Reinickendorf,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40869
Pankow,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40871
Pankow,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40872
Pankow,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40874
Pankow,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40877
Lichtenberg,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40880
Lichtenberg,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40881
Lichtenberg,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40882
Reinickendorf,15,LF-EGA - Flächen der Land-o. Forstwirtschaft - Erwerbsgartenbaufläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40883
Pankow,15,LF-EGA - Flächen der Land-o. Forstwirtschaft - Erwerbsgartenbaufläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40887
Pankow,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40889
Lichtenberg,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,2026-01-01,,,,Beitragsfrei nach BauGB,,40892
Lichtenberg,15,LF-EGA - Flächen der Land-o. Forstwirtschaft - Erwerbsgartenbaufläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40894
Spandau,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Beitragsfrei nach BauGB,,40898
Spandau,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Beitragsfrei nach BauGB,,40901
Spandau,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Beitragsfrei nach BauGB,,40906
Reinickendorf,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Beitragsfrei nach BauGB,,40911
Pankow,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Beitragsfrei nach BauGB,,40915
Lichtenberg,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Beitragsfrei nach BauGB,,40916
Lichtenberg,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Beitragsfrei nach BauGB,,40918
Tempelhof-Schöneberg,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40920
Tempelhof-Schöneberg,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40921
Steglitz-Zehlendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40923
Steglitz-Zehlendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40929
Steglitz-Zehlendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40937
Steglitz-Zehlendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40938
Steglitz-Zehlendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40941
Steglitz-Zehlendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40947
Charlottenburg-Wilmersdorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40952
Spandau,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40960
Spandau,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40968
Spandau,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40970
Spandau,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40973
Spandau,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40974
Reinickendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40976
Reinickendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40980
Reinickendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40988
Reinickendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40991
Pankow,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40993
Pankow,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40995
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,40999
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41006
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41008
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41011
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41015
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41021
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41024
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41027
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41028
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41030
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41034
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41044
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41046
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41047
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41056
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41065
Mitte,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41066
Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,2026-01-01,,,,Frei nach BauGB u. StrABG,,41067
Spandau,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,2026-01-01,,,,Frei nach BauGB u. StrABG,,41068
Mitte,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41069
Lichtenberg,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41071
Spandau,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41072
Reinickendorf,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41073
Spandau,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41074
Tempelhof-Schöneberg,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41075
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,EU,Entw,,Beitragsfrei nach BauGB,,41076
Treptow-Köpenick,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,EU,Entw,,Beitragsfrei nach BauGB,,41077
Pankow,40,SF-SPO - Sonstige Flächen - Sportfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41078
Pankow,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41079
Pankow,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41080
Pankow,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41081
Pankow,20,SF-SN - Sonstige Flächen - Sondernutzungsfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41082
Pankow,15,SF-KGA - Sonstige Flächen - Kleingartenfläche,2026-01-01,,,,Beitragsfrei nach BauGB,,41083
Pankow,40,S-WO - Sonderbaufläche - Wochenendhäuser,2026-01-01,,,,Beitragsfrei nach BauGB,,41084
